Table Key,Table Name,L831ED (NC1),L831EE (NC1),L831EF (NC1),L831EG (NC1),LF6JE0 (NC1),LFG1EK (NC1),LFG1ER (NC1),LFG2EE (NC1),LFG2EF (NC1),LFG2EG (NC1),LFG2EJ (NC1),LFG2EL (NC1),LFG2EM (NC1),LFG2EP (NC1),LFG3EE (NC1),LFG3EF (NC1),LFG3EG (NC1),LFG3EK (NC1),LFG3EN (NC1),LFG7ED (NC1),LFG7EG (NC1),LFG8EF (NC1),LFG8EG (NC1),LFG9EH (NC1),LFH9EC (NC1),LFH9ED (NC1),LFH9EE (NC1),LFH9EF (NC1),LFJ1EC (NC1),LFJ1EE (NC1),LFJ1EF (NC1),LFJ5EG (NC1),LFN3ER (NC1),LFN4EK (NC1),LFN4EP (NC1),LFN5EN (NC1),LFZZE0 (NC1),LFZZEA (NC1),LSYAEA (NC1),L843EC (NC2),L862ED (NC2),LF4WEG (NC2),LF4XED (NC2),LF4XEE (NC2),LF4XEG (NC2),LF5AEG (NC2),LF5BEG (NC2),LF5CEG (NC2),LF5DEG (NC2),LF8HED (NC2),LF9HED (NC2),LF9HEE (NC2),LF9JED (NC2),LF9KEC (NC2),LF9KEE (NC2),LF9RED (NC2),LF9SED (NC2),LF9TEE (NC2),LF9VEB (NC2),LF9WEB (NC2),LF9XEB (NC2),LFAAEB (NC2),LFABEB (NC2),LFACEB (NC2),LFAKEB (NC2),LFDJEA (NC2),LFDKEB (NC2),LFDLEC (NC2),LFDMEA (NC2),LFDNEB (NC2),LFDPEC (NC2),LFFCED (NC2),LFFDED (NC2),LFFEEE (NC2),LFGJED (NC2),LFGKEC (NC2),LFGKED (NC2),LFGLEF (NC2),LFGMEC (NC2),LFGMEE (NC2),LFGNEC (NC2),LFGNEE (NC2),LFGPEF (NC2),LFLEEC (NC2),LFLGEC (NC2),LFLMEA (NC2),LFLMEC (NC2),LFLMED (NC2),LFLNEC (NC2),LFLPE0 (NC2),LFLPEA (NC2),LFLPEB (NC2),LFLPEC (NC2),LFLPED (NC2),LFLREA (NC2),LFLVEB (NC2),LFLWEB (NC2),LFLXE0 (NC2),LFLXEC (NC2),LFMAE0 (NC2),LFMAEB (NC2),LFMAEC (NC2),LFMSEA (NC2)
CC Sensitivity - 5th Gear,CC Sensitivity - 5th Gear,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB934C,0xB934C,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB9808,0xB934C,0xB934C,0xB934C,0xB934C,0xB934C,0xB968C,0xB968C,0xB968C,0xB9644,0xB9644,0xB9644,0xB9644,0xB9644,0xB9644,0xB934C,0xB934C,0xB934C,0xB934C,0xB934C,0xB934C,0xB934C,0xB934C,0xB934C,0xB934C,0xC134C,0xB934C,0xC134C,0xC134C,0xB934C,0xC134C,0xB934C,0xC134C,0xC134C,0xC13C8,0xB93C8,0xC134C,0xC134C,0xC134C,0xC134C,0xC134C,0xC134C,0xC134C,0xC134C,0xC134C,0xC134C,0xB9708,0xB9708,0xC134C,0xC134C,0xC134C,0xC134C,0xC134C,0xB93C8
CC Sensitivity - 5th Gear | VSS_DELTA_525C,CC Sensitivity - 5th Gear | VSS_DELTA_525C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB92B0,0xB92B0,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB976C,0xB92B0,0xB92B0,0xB92B0,0xB92B0,0xB92B0,0xB95F0,0xB95F0,0xB95F0,0xB95A8,0xB95A8,0xB95A8,0xB95A8,0xB95A8,0xB95A8,0xB92B0,0xB92B0,0xB92B0,0xB92B0,0xB92B0,0xB92B0,0xB92B0,0xB92B0,0xB92B0,0xB92B0,0xC12B0,0xB92B0,0xC12B0,0xC12B0,0xB92B0,0xC12B0,0xB92B0,0xC12B0,0xC12B0,0xC132C,0xB932C,0xC12B0,0xC12B0,0xC12B0,0xC12B0,0xC12B0,0xC12B0,0xC12B0,0xC12B0,0xC12B0,0xC12B0,0xB966C,0xB966C,0xC12B0,0xC12B0,0xC12B0,0xC12B0,0xC12B0,0xB932C
CC Sensitivity - 6th Gear,CC Sensitivity - 6th Gear,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9484,0xB9484,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9940,0xB9484,0xB9484,0xB9484,0xB9484,0xB9484,0xB97C4,0xB97C4,0xB97C4,0xB977C,0xB977C,0xB977C,0xB977C,0xB977C,0xB977C,0xB9484,0xB9484,0xB9484,0xB9484,0xB9484,0xB9484,0xB9484,0xB9484,0xB9484,0xB9484,0xC1484,0xB9484,0xC1484,0xC1484,0xB9484,0xC1484,0xB9484,0xC1484,0xC1484,0xC1500,0xB9500,0xC1484,0xC1484,0xC1484,0xC1484,0xC1484,0xC1484,0xC1484,0xC1484,0xC1484,0xC1484,0xB9840,0xB9840,0xC1484,0xC1484,0xC1484,0xC1484,0xC1484,0xB9500
CC Sensitivity - 6th Gear | VSS_DELTA_525C,CC Sensitivity - 6th Gear | VSS_DELTA_525C,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB93E8,0xB93E8,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB98A4,0xB93E8,0xB93E8,0xB93E8,0xB93E8,0xB93E8,0xB9728,0xB9728,0xB9728,0xB96E0,0xB96E0,0xB96E0,0xB96E0,0xB96E0,0xB96E0,0xB93E8,0xB93E8,0xB93E8,0xB93E8,0xB93E8,0xB93E8,0xB93E8,0xB93E8,0xB93E8,0xB93E8,0xC13E8,0xB93E8,0xC13E8,0xC13E8,0xB93E8,0xC13E8,0xB93E8,0xC13E8,0xC13E8,0xC1464,0xB9464,0xC13E8,0xC13E8,0xC13E8,0xC13E8,0xC13E8,0xC13E8,0xC13E8,0xC13E8,0xC13E8,0xC13E8,0xB97A4,0xB97A4,0xC13E8,0xC13E8,0xC13E8,0xC13E8,0xC13E8,0xB9464
CC Target APP - Base,CC Target APP - Base,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xB9DE4,0xB9DE4,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xBA2A0,0xB9DE4,0xB9DE4,0xB9DE4,0xB9DE4,0xB9DE4,0xBA124,0xBA124,0xBA124,0xBA0DC,0xBA0DC,0xBA0DC,0xBA0DC,0xBA0DC,0xBA0DC,0xB9DE4,0xB9DE4,0xB9DE4,0xB9DE4,0xB9DE4,0xB9DE4,0xB9DE4,0xB9DE4,0xB9DE4,0xB9DE4,0xC1DE4,0xB9DE4,0xC1DE4,0xC1DE4,0xB9DE4,0xC1DE4,0xB9DE4,0xC1DE4,0xC1DE4,0xC1E60,0xB9E60,0xC1DE4,0xC1DE4,0xC1DE4,0xC1DE4,0xC1DE4,0xC1DE4,0xC1DE4,0xC1DE4,0xC1DE4,0xC1DE4,0xBA1A0,0xBA1A0,0xC1DE4,0xC1DE4,0xC1DE4,0xC1DE4,0xC1DE4,0xB9E60
CC Target APP - Base | GEAR_674C,CC Target APP - Base | GEAR_674C,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xB9DCC,0xB9DCC,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xBA288,0xB9DCC,0xB9DCC,0xB9DCC,0xB9DCC,0xB9DCC,0xBA10C,0xBA10C,0xBA10C,0xBA0C4,0xBA0C4,0xBA0C4,0xBA0C4,0xBA0C4,0xBA0C4,0xB9DCC,0xB9DCC,0xB9DCC,0xB9DCC,0xB9DCC,0xB9DCC,0xB9DCC,0xB9DCC,0xB9DCC,0xB9DCC,0xC1DCC,0xB9DCC,0xC1DCC,0xC1DCC,0xB9DCC,0xC1DCC,0xB9DCC,0xC1DCC,0xC1DCC,0xC1E48,0xB9E48,0xC1DCC,0xC1DCC,0xC1DCC,0xC1DCC,0xC1DCC,0xC1DCC,0xC1DCC,0xC1DCC,0xC1DCC,0xC1DCC,0xBA188,0xBA188,0xC1DCC,0xC1DCC,0xC1DCC,0xC1DCC,0xC1DCC,0xB9E48
CC Target APP - Base | VSS_INTERPOLATED_6740,CC Target APP - Base | VSS_INTERPOLATED_6740,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xB9DA8,0xB9DA8,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xBA264,0xB9DA8,0xB9DA8,0xB9DA8,0xB9DA8,0xB9DA8,0xBA0E8,0xBA0E8,0xBA0E8,0xBA0A0,0xBA0A0,0xBA0A0,0xBA0A0,0xBA0A0,0xBA0A0,0xB9DA8,0xB9DA8,0xB9DA8,0xB9DA8,0xB9DA8,0xB9DA8,0xB9DA8,0xB9DA8,0xB9DA8,0xB9DA8,0xC1DA8,0xB9DA8,0xC1DA8,0xC1DA8,0xB9DA8,0xC1DA8,0xB9DA8,0xC1DA8,0xC1DA8,0xC1E24,0xB9E24,0xC1DA8,0xC1DA8,0xC1DA8,0xC1DA8,0xC1DA8,0xC1DA8,0xC1DA8,0xC1DA8,0xC1DA8,0xC1DA8,0xBA164,0xBA164,0xC1DA8,0xC1DA8,0xC1DA8,0xC1DA8,0xC1DA8,0xB9E24
CC Correction Sensitivity - Non Gear,CC Correction Sensitivity - Non Gear,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB95BC,0xB95BC,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB9A78,0xB95BC,0xB95BC,0xB95BC,0xB95BC,0xB95BC,0xB98FC,0xB98FC,0xB98FC,0xB98B4,0xB98B4,0xB98B4,0xB98B4,0xB98B4,0xB98B4,0xB95BC,0xB95BC,0xB95BC,0xB95BC,0xB95BC,0xB95BC,0xB95BC,0xB95BC,0xB95BC,0xB95BC,0xC15BC,0xB95BC,0xC15BC,0xC15BC,0xB95BC,0xC15BC,0xB95BC,0xC15BC,0xC15BC,0xC1638,0xB9638,0xC15BC,0xC15BC,0xC15BC,0xC15BC,0xC15BC,0xC15BC,0xC15BC,0xC15BC,0xC15BC,0xC15BC,0xB9978,0xB9978,0xC15BC,0xC15BC,0xC15BC,0xC15BC,0xC15BC,0xB9638
CC Correction Sensitivity - Non Gear | VSS_DELTA_525C,CC Correction Sensitivity - Non Gear | VSS_DELTA_525C,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB9520,0xB9520,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB99DC,0xB9520,0xB9520,0xB9520,0xB9520,0xB9520,0xB9860,0xB9860,0xB9860,0xB9818,0xB9818,0xB9818,0xB9818,0xB9818,0xB9818,0xB9520,0xB9520,0xB9520,0xB9520,0xB9520,0xB9520,0xB9520,0xB9520,0xB9520,0xB9520,0xC1520,0xB9520,0xC1520,0xC1520,0xB9520,0xC1520,0xB9520,0xC1520,0xC1520,0xC159C,0xB959C,0xC1520,0xC1520,0xC1520,0xC1520,0xC1520,0xC1520,0xC1520,0xC1520,0xC1520,0xC1520,0xB98DC,0xB98DC,0xC1520,0xC1520,0xC1520,0xC1520,0xC1520,0xB959C
CC Correction Sensitivity - 1st Gear,CC Correction Sensitivity - 1st Gear,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB96F4,0xB96F4,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB9BB0,0xB96F4,0xB96F4,0xB96F4,0xB96F4,0xB96F4,0xB9A34,0xB9A34,0xB9A34,0xB99EC,0xB99EC,0xB99EC,0xB99EC,0xB99EC,0xB99EC,0xB96F4,0xB96F4,0xB96F4,0xB96F4,0xB96F4,0xB96F4,0xB96F4,0xB96F4,0xB96F4,0xB96F4,0xC16F4,0xB96F4,0xC16F4,0xC16F4,0xB96F4,0xC16F4,0xB96F4,0xC16F4,0xC16F4,0xC1770,0xB9770,0xC16F4,0xC16F4,0xC16F4,0xC16F4,0xC16F4,0xC16F4,0xC16F4,0xC16F4,0xC16F4,0xC16F4,0xB9AB0,0xB9AB0,0xC16F4,0xC16F4,0xC16F4,0xC16F4,0xC16F4,0xB9770
CC Correction Sensitivity - 1st Gear | VSS_DELTA_525C,CC Correction Sensitivity - 1st Gear | VSS_DELTA_525C,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9658,0xB9658,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9B14,0xB9658,0xB9658,0xB9658,0xB9658,0xB9658,0xB9998,0xB9998,0xB9998,0xB9950,0xB9950,0xB9950,0xB9950,0xB9950,0xB9950,0xB9658,0xB9658,0xB9658,0xB9658,0xB9658,0xB9658,0xB9658,0xB9658,0xB9658,0xB9658,0xC1658,0xB9658,0xC1658,0xC1658,0xB9658,0xC1658,0xB9658,0xC1658,0xC1658,0xC16D4,0xB96D4,0xC1658,0xC1658,0xC1658,0xC1658,0xC1658,0xC1658,0xC1658,0xC1658,0xC1658,0xC1658,0xB9A14,0xB9A14,0xC1658,0xC1658,0xC1658,0xC1658,0xC1658,0xB96D4
CC Correction Sensitivity - 2nd Gear,CC Correction Sensitivity - 2nd Gear,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB982C,0xB982C,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB9CE8,0xB982C,0xB982C,0xB982C,0xB982C,0xB982C,0xB9B6C,0xB9B6C,0xB9B6C,0xB9B24,0xB9B24,0xB9B24,0xB9B24,0xB9B24,0xB9B24,0xB982C,0xB982C,0xB982C,0xB982C,0xB982C,0xB982C,0xB982C,0xB982C,0xB982C,0xB982C,0xC182C,0xB982C,0xC182C,0xC182C,0xB982C,0xC182C,0xB982C,0xC182C,0xC182C,0xC18A8,0xB98A8,0xC182C,0xC182C,0xC182C,0xC182C,0xC182C,0xC182C,0xC182C,0xC182C,0xC182C,0xC182C,0xB9BE8,0xB9BE8,0xC182C,0xC182C,0xC182C,0xC182C,0xC182C,0xB98A8
CC Correction Sensitivity - 2nd Gear | VSS_DELTA_525C,CC Correction Sensitivity - 2nd Gear | VSS_DELTA_525C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9790,0xB9790,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9C4C,0xB9790,0xB9790,0xB9790,0xB9790,0xB9790,0xB9AD0,0xB9AD0,0xB9AD0,0xB9A88,0xB9A88,0xB9A88,0xB9A88,0xB9A88,0xB9A88,0xB9790,0xB9790,0xB9790,0xB9790,0xB9790,0xB9790,0xB9790,0xB9790,0xB9790,0xB9790,0xC1790,0xB9790,0xC1790,0xC1790,0xB9790,0xC1790,0xB9790,0xC1790,0xC1790,0xC180C,0xB980C,0xC1790,0xC1790,0xC1790,0xC1790,0xC1790,0xC1790,0xC1790,0xC1790,0xC1790,0xC1790,0xB9B4C,0xB9B4C,0xC1790,0xC1790,0xC1790,0xC1790,0xC1790,0xB980C
CC Correction Sensitivity - 3rd Gear,CC Correction Sensitivity - 3rd Gear,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9964,0xB9964,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9E20,0xB9964,0xB9964,0xB9964,0xB9964,0xB9964,0xB9CA4,0xB9CA4,0xB9CA4,0xB9C5C,0xB9C5C,0xB9C5C,0xB9C5C,0xB9C5C,0xB9C5C,0xB9964,0xB9964,0xB9964,0xB9964,0xB9964,0xB9964,0xB9964,0xB9964,0xB9964,0xB9964,0xC1964,0xB9964,0xC1964,0xC1964,0xB9964,0xC1964,0xB9964,0xC1964,0xC1964,0xC19E0,0xB99E0,0xC1964,0xC1964,0xC1964,0xC1964,0xC1964,0xC1964,0xC1964,0xC1964,0xC1964,0xC1964,0xB9D20,0xB9D20,0xC1964,0xC1964,0xC1964,0xC1964,0xC1964,0xB99E0
CC Correction Sensitivity - 3rd Gear | VSS_DELTA_525C,CC Correction Sensitivity - 3rd Gear | VSS_DELTA_525C,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB98C8,0xB98C8,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB9D84,0xB98C8,0xB98C8,0xB98C8,0xB98C8,0xB98C8,0xB9C08,0xB9C08,0xB9C08,0xB9BC0,0xB9BC0,0xB9BC0,0xB9BC0,0xB9BC0,0xB9BC0,0xB98C8,0xB98C8,0xB98C8,0xB98C8,0xB98C8,0xB98C8,0xB98C8,0xB98C8,0xB98C8,0xB98C8,0xC18C8,0xB98C8,0xC18C8,0xC18C8,0xB98C8,0xC18C8,0xB98C8,0xC18C8,0xC18C8,0xC1944,0xB9944,0xC18C8,0xC18C8,0xC18C8,0xC18C8,0xC18C8,0xC18C8,0xC18C8,0xC18C8,0xC18C8,0xC18C8,0xB9C84,0xB9C84,0xC18C8,0xC18C8,0xC18C8,0xC18C8,0xC18C8,0xB9944
CC Correction Sensitivity - 4th Gear,CC Correction Sensitivity - 4th Gear,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9A9C,0xB9A9C,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9F58,0xB9A9C,0xB9A9C,0xB9A9C,0xB9A9C,0xB9A9C,0xB9DDC,0xB9DDC,0xB9DDC,0xB9D94,0xB9D94,0xB9D94,0xB9D94,0xB9D94,0xB9D94,0xB9A9C,0xB9A9C,0xB9A9C,0xB9A9C,0xB9A9C,0xB9A9C,0xB9A9C,0xB9A9C,0xB9A9C,0xB9A9C,0xC1A9C,0xB9A9C,0xC1A9C,0xC1A9C,0xB9A9C,0xC1A9C,0xB9A9C,0xC1A9C,0xC1A9C,0xC1B18,0xB9B18,0xC1A9C,0xC1A9C,0xC1A9C,0xC1A9C,0xC1A9C,0xC1A9C,0xC1A9C,0xC1A9C,0xC1A9C,0xC1A9C,0xB9E58,0xB9E58,0xC1A9C,0xC1A9C,0xC1A9C,0xC1A9C,0xC1A9C,0xB9B18
